,Make,Model,MSRP
1000,Porsche,944,3578
1001,Porsche,944,3047
1002,Volvo,960,2000
1003,Volvo,960,2000
1004,Volvo,960,2000
1005,Volvo,960,2000
1006,Volvo,960,2000
1007,Volvo,960,2000
1008,Porsche,968,4651
1009,Porsche,968,3839
1010,Porsche,968,4191
1011,Porsche,968,4878
1012,Porsche,968,4723
1013,Porsche,968,5576
1014,Audi,A3,35150
1015,Audi,A3,32600
1016,Audi,A3,33200
1017,Audi,A3,44050
1018,Audi,A3,29900
1019,Audi,A3,41650
1020,Audi,A3,38150
1021,Audi,A3,35750
1022,Audi,A3,41050
1023,Audi,A3,47050
1024,Audi,A3,38350
1025,Audi,A3,35600
1026,Audi,A3,38600
1027,Audi,A3,41150
1028,Audi,A3,32450
1029,Audi,A3,34200
1030,Audi,A3,39600
1031,Audi,A3,37700
1032,Audi,A3,33200
1033,Audi,A3,43050
1034,Audi,A3,39300
1035,Audi,A3,36600
1036,Audi,A3,39750
1037,Audi,A3,45450
1038,Audi,A3,48450
1039,Audi,A3,36700
1040,Audi,A3,34400
1041,Audi,A3,35900
1042,Audi,A3,43100
1043,Audi,A3,36900
1044,Audi,A3,33600
1045,Audi,A3,30900
1046,Audi,A3,40100
1047,Audi,A3,42300
1048,Audi,A3,42050
1049,Audi,A3,43150
1050,Audi,A3,40150
1051,Audi,A3,37450
1052,Audi,A3,37600
1053,Audi,A3,34450
1054,Audi,A3,40300
1055,Audi,A3,49250
1056,Audi,A3,43550
1057,Audi,A3,31200
1058,Audi,A3,40850
1059,Audi,A3,46550
1060,Audi,A3,34200
1061,Audi,A4 allroad,51400
1062,Audi,A4 allroad,44000
1063,Audi,A4 allroad,47000
1064,Audi,A4,45000
1065,Audi,A4,39700
1066,Audi,A4,43800
1067,Audi,A4,35500
1068,Audi,A4,38500
1069,Audi,A4,37600
1070,Audi,A4,36400
1071,Audi,A4,42900
1072,Audi,A4,37600
1073,Audi,A4,37000
1074,Audi,A4,38000
1075,Audi,A4,38000
1076,Audi,A4,35900
1077,Audi,A4,40100
1078,Audi,A4,39100
1079,Audi,A4,37300
1080,Audi,A4,34900
1081,Audi,A4,48000
1082,Audi,A4,43200
1083,Audi,A4,41100
1084,Audi,A4,45900
1085,Audi,A4,39400
1086,Audi,A4,38700
1087,Audi,A4,37850
1088,Audi,A4,42350
1089,Audi,A5,43800
1090,Audi,A5,41500
1091,Audi,A5,47900
1092,Audi,A5,50200
1093,Audi,A5,40500
1094,Audi,A5,42800
1095,Audi,A5,41200
1096,Audi,A5,48600
1097,Audi,A5,42200
1098,Audi,A6,58700
1099,Audi,A6,50450
1100,Audi,A6,44800
1101,Audi,A6,60100
1102,Audi,A6,48350
1103,Audi,A6,56300
1104,Audi,A6,46900
1105,Audi,A6,62500
1106,Audi,A6,52100
1107,Audi,A6,49900
1108,Audi,A6,46200
1109,Audi,A6,59500
1110,Audi,A6,61600
1111,Audi,A6,57400
1112,Audi,A6,63700
1113,Audi,A6,48400
1114,Audi,A6,53800
1115,Audi,A6,61600
1116,Audi,A6,67600
1117,Audi,A6,58600
1118,Audi,A6,49800
1119,Audi,A6,51600
1120,Audi,A6,47600
1121,Audi,A7,65900
1122,Audi,A7,69750
1123,Audi,A7,68300
1124,Audi,A7,72150
1125,Audi,A7,70400
1126,Audi,A7,68300
1127,Audi,A7,73050
1128,Audi,A7,70950
1129,Audi,A7,68800
1130,Audi,A7,71350
1131,Audi,A8,85200
1132,Audi,A8,137900
1133,Audi,A8,90500
1134,Audi,A8,81500
1135,Audi,A8,91500
1136,Audi,A8,82500
1137,GMC,Acadia Limited,43850
1138,GMC,Acadia Limited,45850
1139,GMC,Acadia,33975
1140,GMC,Acadia,40820
1141,GMC,Acadia,42820
1142,GMC,Acadia,42095
1143,GMC,Acadia,44095
1144,GMC,Acadia,38555
1145,GMC,Acadia,47690
1146,GMC,Acadia,35975
1147,GMC,Acadia,49690
1148,GMC,Acadia,36555
1149,GMC,Acadia,36755
1150,GMC,Acadia,44295
1151,GMC,Acadia,42295
1152,GMC,Acadia,30975
1153,GMC,Acadia,36175
1154,GMC,Acadia,49890
1155,GMC,Acadia,41020
1156,GMC,Acadia,34175
1157,GMC,Acadia,47890
1158,GMC,Acadia,38755
1159,GMC,Acadia,43020
1160,GMC,Acadia,38350
1161,GMC,Acadia,43750
1162,GMC,Acadia,35070
1163,GMC,Acadia,32450
1164,GMC,Acadia,37070
1165,GMC,Acadia,41450
1166,GMC,Acadia,34450
1167,GMC,Acadia,29070
1168,GMC,Acadia,44920
1169,GMC,Acadia,46920
1170,GMC,Acadia,41750
1171,Hyundai,Accent,17395
1172,Hyundai,Accent,14895
1173,Hyundai,Accent,15645
1174,Hyundai,Accent,16095
1175,Hyundai,Accent,14645
1176,Hyundai,Accent,16395
1177,Hyundai,Accent,14745
1178,Hyundai,Accent,14995
1179,Hyundai,Accent,15745
1180,Hyundai,Accent,17495
1181,Hyundai,Accent,16495
1182,Hyundai,Accent,16195
1183,Hyundai,Accent,15745
1184,Hyundai,Accent,17495
1185,Hyundai,Accent,16195
1186,Hyundai,Accent,16495
1187,Hyundai,Accent,14745
1188,Hyundai,Accent,14995
1189,Plymouth,Acclaim,2000
1190,Plymouth,Acclaim,2000
1191,Plymouth,Acclaim,2000
1192,Honda,Accord Crosstour,34020
1193,Honda,Accord Crosstour,36220
1194,Honda,Accord Crosstour,29670
1195,Honda,Accord Crosstour,34770
1196,Honda,Accord Crosstour,32570
1197,Honda,Accord Crosstour,29990
1198,Honda,Accord Crosstour,32890
1199,Honda,Accord Crosstour,36540
1200,Honda,Accord Crosstour,34340
1201,Honda,Accord Crosstour,35090
1202,Honda,Accord Hybrid,31905
1203,Honda,Accord Hybrid,29155
1204,Honda,Accord Hybrid,34905
1205,Honda,Accord Hybrid,35055
1206,Honda,Accord Hybrid,32055
1207,Honda,Accord Hybrid,29305
1208,Honda,Accord Hybrid,29605
1209,Honda,Accord Hybrid,32905
1210,Honda,Accord Hybrid,35955
1211,Honda,Accord Plug-In Hybrid,39780
1212,Honda,Accord,30775
1213,Honda,Accord,32270
1214,Honda,Accord,32550
1215,Honda,Accord,23775
1216,Honda,Accord,26300
1217,Honda,Accord,30195
1218,Honda,Accord,25450
1219,Honda,Accord,32550
1220,Honda,Accord,24665
1221,Honda,Accord,25030
1222,Honda,Accord,30270
1223,Honda,Accord,25830
1224,Honda,Accord,28495
1225,Honda,Accord,30495
1226,Honda,Accord,30775
1227,Honda,Accord,22105
1228,Honda,Accord,28420
1229,Honda,Accord,33630
1230,Honda,Accord,24625
1231,Honda,Accord,23865
1232,Honda,Accord,22905
1233,Honda,Accord,32745
1234,Honda,Accord,28670
1235,Honda,Accord,26850
1236,Honda,Accord,25065
1237,Honda,Accord,30745
1238,Honda,Accord,27380
1239,Honda,Accord,34680
1240,Honda,Accord,27850
1241,Honda,Accord,24725
1242,Honda,Accord,24265
1243,Honda,Accord,26380
1244,Honda,Accord,30845
1245,Honda,Accord,25580
1246,Honda,Accord,23005
1247,Honda,Accord,23875
1248,Honda,Accord,28845
1249,Honda,Accord,26065
1250,Honda,Accord,26000
1251,Honda,Accord,25725
1252,Honda,Accord,24005
1253,Honda,Accord,31025
1254,Honda,Accord,34225
1255,Honda,Accord,33025
1256,Honda,Accord,22205
1257,Honda,Accord,31025
1258,Honda,Accord,30670
1259,Honda,Accord,26215
1260,Honda,Accord,24025
1261,Honda,Accord,30995
1262,Honda,Accord,22355
1263,Honda,Accord,34830
1264,Honda,Accord,26150
1265,Honda,Accord,32895
1266,Honda,Accord,25215
1267,Honda,Accord,27530
1268,Honda,Accord,28820
1269,Honda,Accord,24155
1270,Honda,Accord,34375
1271,Honda,Accord,30895
1272,Honda,Accord,33175
1273,Honda,Accord,31175
1274,Honda,Accord,27000
1275,Honda,Accord,28000
1276,Honda,Accord,24415
1277,Honda,Accord,28995
1278,Honda,Accord,30820
1279,Honda,Accord,31175
1280,Honda,Accord,25875
1281,Honda,Accord,26530
1282,Honda,Accord,23155
1283,Honda,Accord,26215
1284,Honda,Accord,25730
1285,Honda,Accord,25415
1286,Honda,Accord,24875
1287,Oldsmobile,Achieva,2000
1288,Oldsmobile,Achieva,2000
1289,Oldsmobile,Achieva,2000
1290,Oldsmobile,Achieva,2000
1291,Oldsmobile,Achieva,2000
1292,BMW,ActiveHybrid 5,61400
1293,BMW,ActiveHybrid 5,61900
1294,BMW,ActiveHybrid 5,62100
1295,BMW,ActiveHybrid 7,84300
1296,BMW,ActiveHybrid 7,84300
1297,BMW,ActiveHybrid 7,84300
1298,BMW,ActiveHybrid X6,88900
1299,BMW,ActiveHybrid X6,88900
1300,Suzuki,Aerio,17049
1301,Suzuki,Aerio,16349
1302,Suzuki,Aerio,15949
1303,Suzuki,Aerio,13449
1304,Suzuki,Aerio,15449
1305,Suzuki,Aerio,17349
1306,Suzuki,Aerio,15649
1307,Suzuki,Aerio,16849
1308,Suzuki,Aerio,15149
1309,Suzuki,Aerio,16049
1310,Suzuki,Aerio,16549
1311,Suzuki,Aerio,17849
1312,Suzuki,Aerio,14349
1313,Suzuki,Aerio,17549
1314,Suzuki,Aerio,16599
1315,Suzuki,Aerio,15499
1316,Suzuki,Aerio,15999
1317,Suzuki,Aerio,14099
1318,Suzuki,Aerio,16099
1319,Suzuki,Aerio,15299
1320,Suzuki,Aerio,14599
1321,Suzuki,Aerio,16999
1322,Suzuki,Aerio,17099
1323,Suzuki,Aerio,14999
1324,Suzuki,Aerio,16199
1325,Suzuki,Aerio,15099
1326,Suzuki,Aerio,14299
1327,Suzuki,Aerio,16299
1328,Suzuki,Aerio,17199
1329,Suzuki,Aerio,15299
1330,Suzuki,Aerio,16199
1331,Ford,Aerostar,2000
1332,Ford,Aerostar,2000
1333,Ford,Aerostar,2000
1334,Ford,Aerostar,2000
1335,Ford,Aerostar,2000
1336,Ford,Aerostar,2000
1337,Ford,Aerostar,2000
1338,Ford,Aerostar,2000
1339,Ford,Aerostar,2000
1340,Ford,Aerostar,2000
1341,Ford,Aerostar,2000
1342,Ford,Aerostar,2000
1343,Oldsmobile,Alero,22395
1344,Oldsmobile,Alero,21080
1345,Oldsmobile,Alero,19605
1346,Oldsmobile,Alero,21080
1347,Oldsmobile,Alero,17805
1348,Oldsmobile,Alero,17805
1349,Oldsmobile,Alero,19855
1350,Oldsmobile,Alero,22145
1351,Oldsmobile,Alero,21585
1352,Oldsmobile,Alero,18085
1353,Oldsmobile,Alero,21585
1354,Oldsmobile,Alero,20035
1355,Oldsmobile,Alero,22935
1356,Oldsmobile,Alero,22685
1357,Oldsmobile,Alero,18085
1358,Oldsmobile,Alero,20035
1359,Oldsmobile,Alero,23335
1360,Oldsmobile,Alero,18485
1361,Oldsmobile,Alero,21985
1362,Oldsmobile,Alero,20435
1363,Oldsmobile,Alero,18485
1364,Oldsmobile,Alero,20435
1365,Oldsmobile,Alero,23085
1366,Oldsmobile,Alero,21985
1367,Cadillac,Allante,2000
1368,Cadillac,Allante,2234
1369,Cadillac,Allante,2358
1370,Audi,allroad quattro,39950
1371,Audi,allroad quattro,41000
1372,Audi,allroad quattro,46950
1373,Audi,allroad quattro,39950
1374,Audi,allroad quattro,39950
1375,Audi,allroad quattro,40250
1376,Audi,allroad quattro,47250
1377,Audi,allroad quattro,40250
1378,Audi,allroad,40700
1379,Audi,allroad,43300
1380,Audi,allroad,49200
1381,Audi,allroad,44500
1382,Audi,allroad,42400
1383,Audi,allroad,49800
1384,Audi,allroad,42700
1385,Audi,allroad,44800
1386,BMW,ALPINA B6 Gran Coupe,117300
1387,BMW,ALPINA B6 Gran Coupe,122200
1388,BMW,ALPINA B6 Gran Coupe,122500
1389,BMW,ALPINA B7,135200
1390,BMW,ALPINA B7,132200
1391,BMW,ALPINA B7,131300
1392,BMW,ALPINA B7,128300
1393,BMW,ALPINA B7,132200
1394,BMW,ALPINA B7,131300
1395,BMW,ALPINA B7,135200
1396,BMW,ALPINA B7,128300
1397,BMW,ALPINA B7,137000
1398,BMW,Alpina,136900
1399,Nissan,Altima Hybrid,26650
1400,Nissan,Altima Hybrid,26780
1401,Nissan,Altima Hybrid,26800
1402,Nissan,Altima,22560
1403,Nissan,Altima,28150
1404,Nissan,Altima,31950
1405,Nissan,Altima,22300
1406,Nissan,Altima,29830
1407,Nissan,Altima,32350
1408,Nissan,Altima,26450
1409,Nissan,Altima,24720
1410,Nissan,Altima,32090
1411,Nissan,Altima,27390
1412,Nissan,Altima,22500
1413,Nissan,Altima,22900
1414,Nissan,Altima,24470
1415,Nissan,Altima,25460
1416,Nissan,Altima,28570
1417,Nissan,Altima,27990
1418,Nissan,Altima,32690
1419,Nissan,Altima,25460
1420,Nissan,Altima,22500
1421,Nissan,Altima,32690
1422,Nissan,Altima,22900
1423,Nissan,Altima,27990
1424,Nissan,Altima,24470
1425,Nissan,Altima,28570
1426,Kia,Amanti,25495
1427,Kia,Amanti,25495
1428,Kia,Amanti,26045
1429,Mercedes-Benz,AMG GT,129900
1430,Mercedes-Benz,AMG GT,131200
1431,Mercedes-Benz,AMG GT,111200
1432,Nissan,Armada,37590
1433,Nissan,Armada,52860
1434,Nissan,Armada,42680
1435,Nissan,Armada,45580
1436,Nissan,Armada,42890
1437,Nissan,Armada,49960
1438,Nissan,Armada,50780
1439,Nissan,Armada,53680
1440,Nissan,Armada,43810
1441,Nissan,Armada,46500
1442,Nissan,Armada,49880
1443,Nissan,Armada,43600
1444,Nissan,Armada,38510
1445,Nissan,Armada,52780
1446,Nissan,Armada,49650
1447,Nissan,Armada,57590
1448,Nissan,Armada,60490
1449,Nissan,Armada,52550
1450,Nissan,Armada,44900
1451,Nissan,Armada,47800
1452,Bentley,Arnage,221990
1453,Bentley,Arnage,242990
1454,Bentley,Arnage,263990
1455,Bentley,Arnage,263990
1456,Bentley,Arnage,242990
1457,Bentley,Arnage,221990
1458,Bentley,Arnage,270990
1459,Bentley,Arnage,224990
1460,Bentley,Arnage,246990
1461,Bentley,Arnage,267990
1462,Chrysler,Aspen,30935
1463,Chrysler,Aspen,33810
1464,Chrysler,Aspen,32905
1465,Chrysler,Aspen,35780
1466,Chrysler,Aspen,45270
1467,Chrysler,Aspen,37115
1468,Chrysler,Aspen,34730
1469,Ford,Aspire,2000
1470,Ford,Aspire,2000
1471,Ford,Aspire,2000
1472,Ford,Aspire,2000
1473,Ford,Aspire,2000
1474,Ford,Aspire,2000
1475,Ford,Aspire,2000
1476,Chevrolet,Astro Cargo,22050
1477,Chevrolet,Astro Cargo,24450
1478,Chevrolet,Astro Cargo,25195
1479,Chevrolet,Astro Cargo,22695
1480,Chevrolet,Astro Cargo,22930
1481,Chevrolet,Astro Cargo,25430
1482,Chevrolet,Astro,25690
1483,Chevrolet,Astro,23690
1484,Chevrolet,Astro,26195
1485,Chevrolet,Astro,24195
1486,Chevrolet,Astro,24430
1487,Chevrolet,Astro,26430
1488,Cadillac,ATS Coupe,48165
1489,Cadillac,ATS Coupe,50165
1490,Cadillac,ATS Coupe,37995
1491,Cadillac,ATS Coupe,40445
1492,Cadillac,ATS Coupe,46935
1493,Cadillac,ATS Coupe,51435
1494,Cadillac,ATS Coupe,45150
1495,Cadillac,ATS Coupe,47095
1496,Cadillac,ATS Coupe,48205
1497,Cadillac,ATS Coupe,47750
1498,Cadillac,ATS Coupe,50325
1499,Cadillac,ATS Coupe,41920
1500,Cadillac,ATS Coupe,44935
1501,Cadillac,ATS Coupe,44520
1502,Cadillac,ATS Coupe,47605
1503,Cadillac,ATS Coupe,41920
1504,Cadillac,ATS Coupe,48675
1505,Cadillac,ATS Coupe,48715
1506,Cadillac,ATS Coupe,45445
1507,Cadillac,ATS Coupe,45150
1508,Cadillac,ATS Coupe,40445
1509,Cadillac,ATS Coupe,47750
1510,Cadillac,ATS Coupe,47445
1511,Cadillac,ATS Coupe,50675
1512,Cadillac,ATS Coupe,37995
1513,Cadillac,ATS Coupe,51945
1514,Cadillac,ATS Coupe,44520
1515,Cadillac,ATS Coupe,50835
1516,Cadillac,ATS Coupe,43395
1517,Cadillac,ATS Coupe,37595
1518,Cadillac,ATS Coupe,39995
1519,Cadillac,ATS Coupe,49495
1520,Cadillac,ATS Coupe,41395
1521,Cadillac,ATS Coupe,46995
1522,Cadillac,ATS Coupe,48995
1523,Cadillac,ATS-V,62665
1524,Cadillac,ATS-V,60465
1525,Cadillac,ATS-V,62895
1526,Cadillac,ATS-V,60695
1527,Cadillac,ATS,41340
1528,Cadillac,ATS,39340
1529,Cadillac,ATS,33215
1530,Cadillac,ATS,45615
1531,Cadillac,ATS,47615
1532,Cadillac,ATS,44660
1533,Cadillac,ATS,46715
1534,Cadillac,ATS,37245
1535,Cadillac,ATS,41340
1536,Cadillac,ATS,46660
1537,Cadillac,ATS,48715
1538,Cadillac,ATS,44660
1539,Cadillac,ATS,35245
1540,Cadillac,ATS,42660
1541,Cadillac,ATS,37340
1542,Cadillac,ATS,43340
1543,Cadillac,ATS,41340
1544,Cadillac,ATS,46110
1545,Cadillac,ATS,45155
1546,Cadillac,ATS,39340
1547,Cadillac,ATS,47155
1548,Cadillac,ATS,43155
1549,Cadillac,ATS,37245
1550,Cadillac,ATS,48110
1551,Cadillac,ATS,37340
1552,Cadillac,ATS,35245
1553,Cadillac,ATS,43340
1554,Cadillac,ATS,33215
1555,Cadillac,ATS,47210
1556,Cadillac,ATS,41340
1557,Cadillac,ATS,45155
1558,Cadillac,ATS,49210
1559,Cadillac,ATS,46995
1560,Cadillac,ATS,40395
1561,Cadillac,ATS,43995
1562,Cadillac,ATS,45995
1563,Cadillac,ATS,34595
1564,Cadillac,ATS,36595
1565,Cadillac,ATS,38395
1566,Oldsmobile,Aurora,34794
1567,Oldsmobile,Aurora,30619
1568,Oldsmobile,Aurora,31615
1569,Oldsmobile,Aurora,35085
1570,Oldsmobile,Aurora,34725
1571,Chevrolet,Avalanche,45815
1572,Chevrolet,Avalanche,35725
1573,Chevrolet,Avalanche,38830
1574,Chevrolet,Avalanche,39405
1575,Chevrolet,Avalanche,46195
1576,Chevrolet,Avalanche,39350
1577,Chevrolet,Avalanche,49500
1578,Chevrolet,Avalanche,42455
1579,Chevrolet,Avalanche,36300
1580,Chevrolet,Avalanche,40195
1581,Chevrolet,Avalanche,43245
1582,Chevrolet,Avalanche,47000
1583,Chevrolet,Avalanche,39850
1584,Chevrolet,Avalanche,36800
1585,Chevrolet,Avalanche,50305
1586,Toyota,Avalon Hybrid,37800
1587,Toyota,Avalon Hybrid,41700
1588,Toyota,Avalon Hybrid,36470
1589,Toyota,Avalon Hybrid,36650
1590,Toyota,Avalon Hybrid,38100
1591,Toyota,Avalon Hybrid,41950
1592,Toyota,Avalon Hybrid,42550
1593,Toyota,Avalon Hybrid,38700
1594,Toyota,Avalon Hybrid,37250
1595,Toyota,Avalon,37170
1596,Toyota,Avalon,32285
1597,Toyota,Avalon,39980
1598,Toyota,Avalon,36080
1599,Toyota,Avalon,34140
1600,Toyota,Avalon,37050
1601,Toyota,Avalon,35850
1602,Toyota,Avalon,40450
1603,Toyota,Avalon,32650
1604,Toyota,Avalon,34400
1605,Toyota,Avalon,41050
1606,Toyota,Avalon,37650
1607,Toyota,Avalon,33250
1608,Toyota,Avalon,36450
1609,Toyota,Avalon,35000
1610,Dodge,Avenger,25995
1611,Dodge,Avenger,21495
1612,Dodge,Avenger,23995
1613,Dodge,Avenger,18995
1614,Dodge,Avenger,25695
1615,Dodge,Avenger,19795
1616,Dodge,Avenger,22595
1617,Dodge,Avenger,20595
1618,Dodge,Avenger,25795
1619,Dodge,Avenger,23295
1620,Lamborghini,Aventador,441600
1621,Lamborghini,Aventador,397500
1622,Lamborghini,Aventador,548800
1623,Lamborghini,Aventador,497650
1624,Lamborghini,Aventador,441600
1625,Lamborghini,Aventador,397500
1626,Lamborghini,Aventador,548800
1627,Lamborghini,Aventador,497650
1628,Lamborghini,Aventador,443800
1629,Lamborghini,Aventador,535500
1630,Lamborghini,Aventador,490700
1631,Lamborghini,Aventador,399500
1632,Chevrolet,Aveo,11965
1633,Chevrolet,Aveo,15365
1634,Chevrolet,Aveo,14100
1635,Chevrolet,Aveo,11965
1636,Chevrolet,Aveo,14100
1637,Chevrolet,Aveo,15365
1638,Chevrolet,Aveo,15365
1639,Chevrolet,Aveo,11965
1640,Chevrolet,Aveo,14100
1641,Chevrolet,Aveo,12115
1642,Chevrolet,Aveo,15365
1643,Chevrolet,Aveo,14250
1644,Chevrolet,Aveo,15365
1645,Chevrolet,Aveo,12115
1646,Chevrolet,Aveo,11965
1647,Chevrolet,Aveo,14250
1648,Chevrolet,Aveo,15365
1649,Chevrolet,Aveo,14100
1650,Lincoln,Aviator,45125
1651,Lincoln,Aviator,42175
1652,Lincoln,Aviator,39485
1653,Lincoln,Aviator,42435
1654,Lincoln,Aviator,45705
1655,Lincoln,Aviator,42755
1656,Lincoln,Aviator,40290
1657,Lincoln,Aviator,43240
1658,Lincoln,Aviator,40635
1659,Lincoln,Aviator,43585
1660,Nissan,Axxess,2000
1661,Nissan,Axxess,2000
1662,Nissan,Axxess,2000
1663,Nissan,Axxess,2000
1664,Hyundai,Azera,38200
1665,Hyundai,Azera,34000
1666,Hyundai,Azera,34100
1667,Hyundai,Azera,39300
1668,Hyundai,Azera,34100
1669,Hyundai,Azera,39300
1670,Pontiac,Aztek,23820
1671,Pontiac,Aztek,20870
1672,Pontiac,Aztek,24190
1673,Pontiac,Aztek,21275
1674,Pontiac,Aztek,24445
1675,Pontiac,Aztek,21530
1676,Bentley,Azure T,363000
1677,Bentley,Azure,329990
1678,Bentley,Azure,329990
1679,Bentley,Azure,334990
1680,Mercedes-Benz,B-Class Electric Drive,41450
1681,Mercedes-Benz,B-Class Electric Drive,41450
1682,Mercedes-Benz,B-Class Electric Drive,39900
1683,Mazda,B-Series Pickup,2179
1684,Mazda,B-Series Pickup,3323
1685,Mazda,B-Series Pickup,2915
1686,Mazda,B-Series Pickup,2756
1687,Mazda,B-Series Pickup,2692
1688,Mazda,B-Series Pickup,2930
1689,Mazda,B-Series Pickup,2717
1690,Mazda,B-Series Pickup,3033
1691,Mazda,B-Series Pickup,2713
1692,Mazda,B-Series Pickup,2432
1693,Mazda,B-Series Pickup,3514
1694,Mazda,B-Series Pickup,3696
1695,Mazda,B-Series Pickup,2593
1696,Mazda,B-Series Pickup,3538
1697,Mazda,B-Series Pickup,2870
1698,Mazda,B-Series Pickup,2211
1699,Mazda,B-Series Pickup,3206
1700,Mazda,B-Series Pickup,3119
1701,Mazda,B-Series Pickup,3214
1702,Mazda,B-Series Pickup,2853
1703,Mazda,B-Series Pickup,3221
1704,Mazda,B-Series Pickup,2493
1705,Mazda,B-Series Pickup,2946
1706,Mazda,B-Series Pickup,3011
1707,Mazda,B-Series Pickup,2857
1708,Mazda,B-Series Pickup,3229
1709,Mazda,B-Series Pickup,2801
1710,Mazda,B-Series Pickup,2637
1711,Mazda,B-Series Pickup,2961
1712,Mazda,B-Series Pickup,3107
1713,Mazda,B-Series Pickup,3394
1714,Mazda,B-Series Pickup,2689
1715,Mazda,B-Series Pickup,3768
1716,Mazda,B-Series Pickup,2350
1717,Mazda,B-Series Pickup,3289
1718,Mazda,B-Series Pickup,2413
1719,Mazda,B-Series Pickup,3928
1720,Mazda,B-Series Pickup,3579
1721,Mazda,B-Series Pickup,3032
1722,Mazda,B-Series Pickup,3190
1723,Mazda,B-Series Truck,26590
1724,Mazda,B-Series Truck,19675
1725,Mazda,B-Series Truck,15535
1726,Mazda,B-Series Truck,19040
1727,Mazda,B-Series Truck,21430
1728,Mazda,B-Series Truck,22045
1729,Mazda,B-Series Truck,26590
1730,Mazda,B-Series Truck,22045
1731,Mazda,B-Series Truck,15535
1732,Mazda,B-Series Truck,16060
1733,Mazda,B-Series Truck,22150
1734,Mazda,B-Series,20030
1735,Mazda,B-Series,14990
1736,Mazda,B-Series,17225
1737,Mazda,B-Series,18485
1738,Mazda,B-Series,14545
1739,Mazda,B-Series,12345
1740,Mazda,B-Series,18360
1741,Mazda,B-Series,19340
1742,Mazda,B-Series,17545
1743,Mazda,B-Series,12495
1744,Mazda,B-Series,22085
1745,Mazda,B-Series,14695
1746,Mazda,B-Series,15125
1747,Subaru,B9 Tribeca,30695
1748,Subaru,B9 Tribeca,32395
1749,Subaru,B9 Tribeca,34195
1750,Subaru,B9 Tribeca,34295
1751,Subaru,B9 Tribeca,37695
1752,Subaru,B9 Tribeca,35895
1753,Subaru,B9 Tribeca,33895
1754,Subaru,B9 Tribeca,32295
1755,Subaru,B9 Tribeca,35895
1756,Subaru,B9 Tribeca,32295
1757,Subaru,B9 Tribeca,34195
1758,Subaru,B9 Tribeca,32395
1759,Subaru,B9 Tribeca,33895
1760,Subaru,B9 Tribeca,35695
1761,Subaru,B9 Tribeca,34295
1762,Subaru,B9 Tribeca,35695
1763,Subaru,B9 Tribeca,37695
1764,Subaru,B9 Tribeca,30695
1765,Subaru,B9 Tribeca,29995
1766,Subaru,B9 Tribeca,37295
1767,Subaru,B9 Tribeca,35495
1768,Subaru,B9 Tribeca,37295
1769,Subaru,B9 Tribeca,33495
1770,Subaru,B9 Tribeca,33495
1771,Subaru,B9 Tribeca,31995
1772,Subaru,B9 Tribeca,34495
1773,Subaru,B9 Tribeca,35495
1774,Subaru,B9 Tribeca,32495
1775,Subaru,B9 Tribeca,32495
1776,Subaru,B9 Tribeca,34495
1777,Subaru,Baja,22795
1778,Subaru,Baja,23995
1779,Subaru,Baja,24995
1780,Subaru,Baja,21995
1781,Subaru,Baja,26295
1782,Subaru,Baja,22345
1783,Subaru,Baja,24345
1784,Subaru,Baja,25345
1785,Subaru,Baja,27245
1786,Subaru,Baja,23145
1787,Subaru,Baja,24595
1788,Subaru,Baja,22495
1789,Subaru,Baja,25595
1790,Subaru,Baja,27495
1791,Subaru,Baja,23295
1792,Volkswagen,Beetle Convertible,27295
1793,Volkswagen,Beetle Convertible,31795
1794,Volkswagen,Beetle Convertible,34895
1795,Volkswagen,Beetle Convertible,27295
1796,Volkswagen,Beetle Convertible,32755
1797,Volkswagen,Beetle Convertible,29395
1798,Volkswagen,Beetle Convertible,29395
1799,Volkswagen,Beetle Convertible,25170
1800,Volkswagen,Beetle Convertible,30495
1801,Volkswagen,Beetle Convertible,30695
1802,Volkswagen,Beetle Convertible,29395
1803,Volkswagen,Beetle Convertible,31195
1804,Volkswagen,Beetle Convertible,30695
1805,Volkswagen,Beetle Convertible,30755
1806,Volkswagen,Beetle Convertible,34895
1807,Volkswagen,Beetle Convertible,27295
1808,Volkswagen,Beetle Convertible,33795
1809,Volkswagen,Beetle Convertible,30095
1810,Volkswagen,Beetle Convertible,30495
1811,Volkswagen,Beetle Convertible,27295
1812,Volkswagen,Beetle Convertible,29395
1813,Volkswagen,Beetle Convertible,33795
1814,Volkswagen,Beetle Convertible,29395
1815,Volkswagen,Beetle Convertible,29995
1816,Volkswagen,Beetle Convertible,25170
1817,Volkswagen,Beetle Convertible,25170
1818,Volkswagen,Beetle Convertible,31795
1819,Volkswagen,Beetle Convertible,25170
1820,Volkswagen,Beetle Convertible,29395
1821,Volkswagen,Beetle Convertible,28895
1822,Volkswagen,Beetle Convertible,30295
1823,Volkswagen,Beetle Convertible,31995
1824,Volkswagen,Beetle Convertible,33995
1825,Volkswagen,Beetle Convertible,30195
1826,Volkswagen,Beetle Convertible,32595
1827,Volkswagen,Beetle Convertible,29595
1828,Volkswagen,Beetle Convertible,35095
1829,Volkswagen,Beetle Convertible,30425
1830,Volkswagen,Beetle Convertible,29595
1831,Volkswagen,Beetle Convertible,27475
1832,Volkswagen,Beetle Convertible,30895
1833,Volkswagen,Beetle Convertible,31125
1834,Volkswagen,Beetle Convertible,29675
1835,Volkswagen,Beetle Convertible,30995
